id,title,number,year,region_name,region_type,region_code,category,subject,status,source,detail_url,pdf_url,pdf_path,description,enacted_date,published_date,metadata,scraped_at,updated_at
581,Jasa Konstruksi,3,2025,Provinsi Sulawesi Barat,Provinsi,,,,"Konstruksi, Sipil, Arsitek, Bangunan, dan Infrastruktur, Pengadaan Barang / Jasa",bpk,https://peraturan.bpk.go.id/Details/321314/perda-prov-sulawesi-barat-no-3-tahun-2025,https://peraturan.bpk.go.id/Download/383057/SALINAN%20PERDA%20NOMOR%203%20TAHUN%202025..pdf,docs\bpk\2025\Provinsi_Sulawesi_Barat\Jasa_Konstruksi.pdf,,,,,2025-10-01 08:09:12,2025-10-01T15:09:12.054389
582,Desa Wisata,3,2025,Kabupaten Pacitan,Kabupaten,,,,"Pariwisata dan Kebudayaan, Desa",bpk,https://peraturan.bpk.go.id/Details/323336/perda-kab-pacitan-no-3-tahun-2025,https://peraturan.bpk.go.id/Download/385165/PERDA_NO_003_TAHUN_2025_-SALINAN-_DESA_WISATA.pdf,docs\bpk\2025\Kabupaten_Pacitan\Desa_Wisata.pdf,,,,,2025-10-01 08:09:12,2025-10-01T15:09:12.108833
583,Perlindungan Garis Sempadan Pantai,3,2025,Kabupaten Sumenep,Kabupaten,,,,Lingkungan Hidup,bpk,https://peraturan.bpk.go.id/Details/323416/perda-kab-sumenep-no-3-tahun-2025,https://peraturan.bpk.go.id/Download/385244/PERDA%2003%202025%20ttg%20Perlindungan%20Garis%20Sempadan%20Pantai.pdf,docs\bpk\2025\Kabupaten_Sumenep\Perlindungan_Garis_Sempadan_Pantai.pdf,,,,,2025-10-01 08:09:12,2025-10-01T15:09:12.136266
584,Perusahaan Perseroan Daerah Bank Perekonomian Rakyat Kota Sukabumi,3,2025,Kota Sukabumi,Kota,,,,"Perlindungan Usaha, Perusahaan, Badan Usaha, Perdagangan",bpk,https://peraturan.bpk.go.id/Details/324350/perda-kota-sukabumi-no-3-tahun-2025,https://peraturan.bpk.go.id/Download/386145/Perda%20kota%20sukabumi%203%202025.pdf,docs\bpk\2025\Kota_Sukabumi\Perusahaan_Perseroan_Daerah_Bank_Perekonomian_Rakyat_Kota_Sukabumi.pdf,,,,,2025-10-01 08:09:12,2025-10-01T15:09:12.164707
585,"PEDOMAN PENANGGULANGAN HUMAN IMMUNODEFICIENCY VIRUS, ACQUIRED IMMUNO-DEFICIENCY SYNDROME, DAN INFEKSI MENULAR SEKSUAL DI DAERAH",3,2025,Kabupaten Kutai Timur,Kabupaten,,,,,bpk,https://peraturan.bpk.go.id/Details/324720/perda-kab-kutai-timur-no-3-tahun-2025,https://peraturan.bpk.go.id/Download/386495/2025pdkutaitimur003.pdf,docs\bpk\2025\Kabupaten_Kutai_Timur\PEDOMAN_PENANGGULANGAN_HUMAN_IMMUNODEFICIENCY_VIRUS_ACQUIRED_IMMUNO_DEFICIENCY_SYNDROME_DAN_INFEKS.pdf,,,,,2025-10-01 08:09:12,2025-10-01T15:09:12.191524
586,Penyelenggaraan Pariwisata Berbudaya Melayu,3,2025,Provinsi Riau,Provinsi,,,,Pariwisata dan Kebudayaan,bpk,https://peraturan.bpk.go.id/Details/325187/perda-prov-riau-no-3-tahun-2025,https://peraturan.bpk.go.id/Download/386944/Perda%20No%203%20Tahun%202025%20Salinan.pdf,docs\bpk\2025\Provinsi_Riau\Penyelenggaraan_Pariwisata_Berbudaya_Melayu.pdf,,,,,2025-10-01 08:09:12,2025-10-01T15:09:12.220885
587,Pelindungan dan Pemenuhan Hak Penyandang Disabilitas,3,2025,Kabupaten Demak,Kabupaten,,,,Hak Asasi Manusia,bpk,https://peraturan.bpk.go.id/Details/323342/perda-kab-demak-no-3-tahun-2025,https://peraturan.bpk.go.id/Download/385171/2025perda3321003.pdf,docs\bpk\2025\Kabupaten_Demak\Pelindungan_dan_Pemenuhan_Hak_Penyandang_Disabilitas.pdf,,,,,2025-10-01 08:09:12,2025-10-01T15:09:12.246938
588,Pembentukan Dana Cadangan Pemilihan Bupati dan Wakil Bupati Tahun 2029,3,2025,Kabupaten Grobogan,Kabupaten,,,,"Pemilihan Umum Daerah, DPRD, Pemilihan Kepala Daerah",bpk,https://peraturan.bpk.go.id/Details/323951/perda-kab-grobogan-no-3-tahun-2025,https://peraturan.bpk.go.id/Download/385778/2025pd33150003.pdf,docs\bpk\2025\Kabupaten_Grobogan\Pembentukan_Dana_Cadangan_Pemilihan_Bupati_dan_Wakil_Bupati_Tahun_2029.pdf,,,,,2025-10-01 08:09:12,2025-10-01T15:09:12.266855
589,Pengendalian Dan Pengawasan Minuman Beralkohol,3,2025,Kabupaten Semarang,Kabupaten,,,,"Kesehatan, Tindak Pidana",bpk,https://peraturan.bpk.go.id/Details/315807/perda-kab-semarang-no-3-tahun-2025,https://peraturan.bpk.go.id/Download/376958/Perda%20Kab%20Semarang%20No%203%20Tahun%202025_OCR.pdf,docs\bpk\2025\Kabupaten_Semarang\Pengendalian_Dan_Pengawasan_Minuman_Beralkohol.pdf,,,,,2025-10-01 08:09:12,2025-10-01T15:09:12.291216
590,Penyelenggaraan Kepariwisataan,3,2025,,,,,,Pariwisata dan Kebudayaan,bpk,https://peraturan.bpk.go.id/Details/317936/perda-prov-nusa-tenggara-barat-no-3-tahun-202,https://peraturan.bpk.go.id/Download/379348/Perda%20Prov.%20NTB%20Nomor%203%20Tahun%202025.pdf,docs\bpk\2025\unknown_region\Penyelenggaraan_Kepariwisataan.pdf,,,,,2025-10-01 08:09:12,2025-10-01T15:09:12.311684
591,Penyelenggaraan Transportasi,1,2025,Kota Banjarmasin,Kota,,,,Transportasi Darat / Laut / Udara,bpk,https://peraturan.bpk.go.id/Details/319759/perda-kota-banjarmasin-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/381361/PERDA%20NO%201%20TAHUN%202025.pdf,docs\bpk\2025\Kota_Banjarmasin\Penyelenggaraan_Transportasi.pdf,,,,,2025-10-01 08:09:17,2025-10-01T15:09:17.402562
592,Rencana Perlindungan Dan Pengelolaan Lingkungan Hidup Kota Sukabumi Tahun 2024-2054,1,2025,Kota Sukabumi,Kota,,,,"Lingkungan Hidup, Program, Rencana Pembangunan dan Rencana Kerja",bpk,https://peraturan.bpk.go.id/Details/322247/perda-kota-sukabumi-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/384038/perda%20kota%20sukabumi%201%202025.pdf,docs\bpk\2025\Kota_Sukabumi\Rencana_Perlindungan_Dan_Pengelolaan_Lingkungan_Hidup_Kota_Sukabumi_Tahun_2024_2054.pdf,,,,,2025-10-01 08:09:17,2025-10-01T15:09:17.509948
593,Penyelenggaraan Perizinan Berusaha di Daerah.,1,2025,Kabupaten Hulu Sungai Selatan,Kabupaten,,,,"Perizinan, Pelayanan Publik",bpk,https://peraturan.bpk.go.id/Details/321654/perda-kab-hulu-sungai-selatan-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/383402/Perda%20HSS%20no%201%20thn%202025.pdf,docs\bpk\2025\Kabupaten_Hulu_Sungai_Selatan\Penyelenggaraan_Perizinan_Berusaha_di_Daerah.pdf,,,,,2025-10-01 08:09:17,2025-10-01T15:09:17.550969
594,Pemberian Insentif dan Kemudahan Penanaman Modal,1,2025,Kota Bekasi,Kota,,,,Penanaman Modal dan Investasi,bpk,https://peraturan.bpk.go.id/Details/316528/perda-kota-bekasi-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/377794/Peraturan%20Daerah%20Kota%20Bekasi%20Nomor%201%20Tahun%202025.pdf,docs\bpk\2025\Kota_Bekasi\Pemberian_Insentif_dan_Kemudahan_Penanaman_Modal.pdf,,,,,2025-10-01 08:09:17,2025-10-01T15:09:17.596746
595,Pemberdayaan Koperasi dan Usaha Kecil,1,2025,Provinsi Jawa Tengah,Provinsi,,,,"Koperasi, UMKM",bpk,https://peraturan.bpk.go.id/Details/317497/perda-prov-jawa-tengah-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/378855/PERDA%20NO%201%20TAHUN%202025%20TENTANG%20KOPERASI.pdf,docs\bpk\2025\Provinsi_Jawa_Tengah\Pemberdayaan_Koperasi_dan_Usaha_Kecil.pdf,,,,,2025-10-01 08:09:17,2025-10-01T15:09:17.632352
596,ANGGARAN PENDAPATAN DAN BELANJA DAERAH TAHUN ANGGARAN 2025,1,2025,Provinsi Bengkulu,Provinsi,,,,APBD,bpk,https://peraturan.bpk.go.id/Details/317056/perda-prov-bengkulu-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/378379/PERDA%20NO%201%20TAHUN%202025.pdf,docs\bpk\2025\Provinsi_Bengkulu\ANGGARAN_PENDAPATAN_DAN_BELANJA_DAERAH_TAHUN_ANGGARAN_2025.pdf,,,,,2025-10-01 08:09:17,2025-10-01T15:09:17.731169
597,Rencana Pembangunan Industri Kabupaten Madiun Tahun 2024-2044,1,2025,Kabupaten Madiun,Kabupaten,,,,"Program, Rencana Pembangunan dan Rencana Kerja",bpk,https://peraturan.bpk.go.id/Details/320211/perda-kab-madiun-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/381848/PERDA_NO_1_TH_2025.pdf,docs\bpk\2025\Kabupaten_Madiun\Rencana_Pembangunan_Industri_Kabupaten_Madiun_Tahun_2024_2044.pdf,,,,,2025-10-01 08:09:17,2025-10-01T15:09:17.762616
598,Anggaran Pendapatan Dan Belanja Daerah Tahun Anggaran 2025,1,2025,Kabupaten Mamasa,Kabupaten,,,,APBD,bpk,https://peraturan.bpk.go.id/Details/320917/perda-kab-mamasa-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/382657/Perda%20Mamasa%20Nomor%201%20Tahun%202025.pdf,docs\bpk\2025\Kabupaten_Mamasa\Anggaran_Pendapatan_Dan_Belanja_Daerah_Tahun_Anggaran_2025.pdf,,,,,2025-10-01 08:09:17,2025-10-01T15:09:17.781727
599,Rencana Pembangunan Jangka Panjang Daerah Tahun 2025-2045,1,2025,Kabupaten Mamuju,Kabupaten,,,,"Program, Rencana Pembangunan dan Rencana Kerja",bpk,https://peraturan.bpk.go.id/Details/320385/perda-kab-mamuju-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/382042/Perda%20Mamuju%20Nomor%201%20Tahun%202025.pdf,docs\bpk\2025\Kabupaten_Mamuju\Rencana_Pembangunan_Jangka_Panjang_Daerah_Tahun_2025_2045.pdf,,,,,2025-10-01 08:09:17,2025-10-01T15:09:17.807316
600,Penambahan Penyertaan Modal Berupa Barang Milik Daerah kepada Perusahaan Daerah Pasar Bauntung Batuah Kabupaten Banjar.,1,2025,Kabupaten Banjar,Kabupaten,,,,Pengelolaan Barang Milik Negara / Daerah,bpk,https://peraturan.bpk.go.id/Details/316434/perda-kab-banjar-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/377696/Perda%20Kab.%20Banjar%20Thn%202025%20No%201%20.pdf,docs\bpk\2025\Kabupaten_Banjar\Penambahan_Penyertaan_Modal_Berupa_Barang_Milik_Daerah_kepada_Perusahaan_Daerah_Pasar_Bauntung_Batua.pdf,,,,,2025-10-01 08:09:17,2025-10-01T15:09:17.837158
601,Perubahan atas Peraturan Daerah Nomor 5 Tahun 2021 tentang Pembentukan dan Susunan Perangkat Daerah Kota Cirebon,1,2025,Kota Cirebon,Kota,,,,Struktur Organisasi,bpk,https://peraturan.bpk.go.id/Details/327475/perda-kota-cirebon-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/389256/Perda%20Kota%20Cirebon%20Nomor%201%20Tahun%202025.pdf,docs\bpk\2025\Kota_Cirebon\Perubahan_atas_Peraturan_Daerah_Nomor_5_Tahun_2021_tentang_Pembentukan_dan_Susunan_Perangkat_Daerah.pdf,,,,,2025-10-01 08:09:20,2025-10-01T15:09:20.883438
602,Rencana Pembangunan Jangka Panjang Daerah Tahun 2025 - 2045,1,2025,Kota Pekanbaru,Kota,,,,"APBD, Program, Rencana Pembangunan dan Rencana Kerja",bpk,https://peraturan.bpk.go.id/Details/326711/perda-kota-pekanbaru-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/388495/PERDA%20NO%201%20TAHUN%202025%20RENCANA%20PEMBANGUNAN%20JANGKA%20PANJANG%20DAERAH%20TAHUN%202025-2045.pdf,docs\bpk\2025\Kota_Pekanbaru\Rencana_Pembangunan_Jangka_Panjang_Daerah_Tahun_2025_2045.pdf,,,,,2025-10-01 08:09:20,2025-10-01T15:09:20.943338
603,Perubahan Atas Peraturan Daerah Kabupaten Rokan Hulu Nomor 9 Tahun 2023 Tentang Pajak Daerah dan Retribusi Daerah,1,2025,Kabupaten Rokan Hulu,Kabupaten,,,,Pajak dan Retribusi Daerah,bpk,https://peraturan.bpk.go.id/Details/326761/perda-kab-rokan-hulu-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/388543/PERDA%20NOMOR%201%20TAHUN%202025.pdf,docs\bpk\2025\Kabupaten_Rokan_Hulu\Perubahan_Atas_Peraturan_Daerah_Kabupaten_Rokan_Hulu_Nomor_9_Tahun_2023_Tentang_Pajak_Daerah_dan_Ret.pdf,,,,,2025-10-01 08:09:20,2025-10-01T15:09:20.971879
604,Pertanggungjawaban Pelaksanaan Anggaran Pendapatan dan Belanja Daerah Tahun Anggaran 2024,1,2025,Provinsi Daerah Khusus Ibukota Jakarta,Provinsi,,,,"APBD, Pengelolaan Keuangan Negara / Daerah",bpk,https://peraturan.bpk.go.id/Details/326921/perda-prov-dki-jakarta-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/388755/PERDA%20No.%201%20Tahun%202025.pdf,docs\bpk\2025\Provinsi_Daerah_Khusus_Ibukota_Jakarta\Pertanggungjawaban_Pelaksanaan_Anggaran_Pendapatan_dan_Belanja_Daerah_Tahun_Anggaran_2024.pdf,,,,,2025-10-01 08:09:20,2025-10-01T15:09:20.992603
605,Penyertaan Modal Pemerintah Daerah Kepada Perseroan Terbatas Lembaga Keuangan Mikro Mekar Asih Purwakarta,1,2025,Kabupaten Purwakarta,Kabupaten,,,,"Penanaman Modal dan Investasi, Pengelolaan Keuangan Negara / Daerah, Perbankan, Lembaga Keuangan",bpk,https://peraturan.bpk.go.id/Details/327494/perda-kab-purwakarta-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/389274/Perda%20Purwakarta%20No.%201%20Tahun%202025.pdf,docs\bpk\2025\Kabupaten_Purwakarta\Penyertaan_Modal_Pemerintah_Daerah_Kepada_Perseroan_Terbatas_Lembaga_Keuangan_Mikro_Mekar_Asih_Purwa.pdf,,,,,2025-10-01 08:09:21,2025-10-01T15:09:21.016784
606,Fasilitasi Penyelenggaraan Pesantren,1,2025,Kabupaten Ogan Komering Ulu Timur,Kabupaten,,,,Pendidikan,bpk,https://peraturan.bpk.go.id/Details/325116/perda-kab-ogan-komering-ulu-timur-no-1-tahun,https://peraturan.bpk.go.id/Download/386875/Perda%20Kab%20OKUT%20No%201%20Tahun%202025.pdf,docs\bpk\2025\Kabupaten_Ogan_Komering_Ulu_Timur\Fasilitasi_Penyelenggaraan_Pesantren.pdf,,,,,2025-10-01 08:09:21,2025-10-01T15:09:21.050434
607,Cagar Budaya,1,2025,Kota Banjar,Kota,,,,"Lingkungan Hidup, Pariwisata dan Kebudayaan",bpk,https://peraturan.bpk.go.id/Details/328463/perda-kota-banjar-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/390318/Perda%20Kota%20Banjar%20Nomor%201%20tahun%202025.pdf,docs\bpk\2025\Kota_Banjar\Cagar_Budaya.pdf,,,,,2025-10-01 08:09:21,2025-10-01T15:09:21.069608
608,Pertanggungjawaban Pelaksanaan Anggaran Pendapatan dan Belanja Daerah Tahun Anggaran 2024,1,2025,Kabupaten Blora,Kabupaten,,,,APBD,bpk,https://peraturan.bpk.go.id/Details/326425/perda-kab-blora-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/388233/2025PD3316001.pdf,docs\bpk\2025\Kabupaten_Blora\Pertanggungjawaban_Pelaksanaan_Anggaran_Pendapatan_dan_Belanja_Daerah_Tahun_Anggaran_2024.pdf,,,,,2025-10-01 08:09:21,2025-10-01T15:09:21.095246
609,Penyelenggaraan Penanaman Modal,1,2025,Kabupaten Sragen,Kabupaten,,,,Penanaman Modal dan Investasi,bpk,https://peraturan.bpk.go.id/Details/328086/perda-kab-sragen-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/389937/Perda%20No%201%20Tahun%202025.pdf,docs\bpk\2025\Kabupaten_Sragen\Penyelenggaraan_Penanaman_Modal.pdf,,,,,2025-10-01 08:09:21,2025-10-01T15:09:21.125004
610,Pertanggungjawaban Pelaksanaan Anggaran Pendapatan dan Belanja Daerah Tahun Anggaran 2024,1,2025,Kabupaten Banjarnegara,Kabupaten,,,,APBD,bpk,https://peraturan.bpk.go.id/Details/328344/perda-kab-banjarnegara-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/390197/1_PERTANGGUNGJAWABAN%20PELAKSANAAN%20APBD%202024.pdf,docs\bpk\2025\Kabupaten_Banjarnegara\Pertanggungjawaban_Pelaksanaan_Anggaran_Pendapatan_dan_Belanja_Daerah_Tahun_Anggaran_2024.pdf,,,,,2025-10-01 08:09:21,2025-10-01T15:09:21.195131
611,Perlindungan dan Pengelolaan Lingkungan Hidup,14,2024,Kabupaten Banyumas,Kabupaten,,,,Lingkungan Hidup,bpk,https://peraturan.bpk.go.id/Details/313075/perda-kab-banyumas-no-14-tahun-2024,https://peraturan.bpk.go.id/Download/373924/Peraturan-Nomor-14-Tahun-2024.pdf,docs\bpk\2024\Kabupaten_Banyumas\Perlindungan_dan_Pengelolaan_Lingkungan_Hidup.pdf,,,,,2025-10-01 08:09:25,2025-10-01T15:09:25.291663
612,Anggaran Pendapatan Dan Belanja Daerah Tahun Anggaran 2025,14,2024,Kabupaten Bogor,Kabupaten,,,,APBD,bpk,https://peraturan.bpk.go.id/Details/315543/perda-kab-bogor-no-14-tahun-2024,https://peraturan.bpk.go.id/Download/376636/2024pd0320014.pdf,docs\bpk\2024\Kabupaten_Bogor\Anggaran_Pendapatan_Dan_Belanja_Daerah_Tahun_Anggaran_2025.pdf,,,,,2025-10-01 08:09:25,2025-10-01T15:09:25.346648
613,Anggaran Pendapatan dan Belanja Daerah Tahun Anggaran 2025,14,2024,Kabupaten Kebumen,Kabupaten,,,,APBD,bpk,https://peraturan.bpk.go.id/Details/313178/perda-kab-kebumen-no-14-tahun-2024,https://peraturan.bpk.go.id/Download/374048/2024perda330514.pdf,docs\bpk\2024\Kabupaten_Kebumen\Anggaran_Pendapatan_dan_Belanja_Daerah_Tahun_Anggaran_2025.pdf,,,,,2025-10-01 08:09:25,2025-10-01T15:09:25.375999
614,Pengembangan Ekonomi Kreatif,14,2024,Kabupaten Purbalingga,Kabupaten,,,,Perekonomian,bpk,https://peraturan.bpk.go.id/Details/313376/perda-kab-purbalingga-no-14-tahun-2024,https://peraturan.bpk.go.id/Download/374267/Perda%20Nomor%2014%20Tahun%202024_sign.pdf,docs\bpk\2024\Kabupaten_Purbalingga\Pengembangan_Ekonomi_Kreatif.pdf,,,,,2025-10-01 08:09:25,2025-10-01T15:09:25.402637
615,Tata Cara Pemungutan  Lain-Lain Pendapatan Asli Daerah Yang Sah,14,2024,Kabupaten Lombok Timur,Kabupaten,,,,APBD,bpk,https://peraturan.bpk.go.id/Details/310150/perda-kab-lombok-timur-no-14-tahun-2024,https://peraturan.bpk.go.id/Download/370743/Perbup%20Lombok%20Timur%20Nomor%2014%20Tahun%202024.pdf,docs\bpk\2024\Kabupaten_Lombok_Timur\Tata_Cara_Pemungutan_Lain_Lain_Pendapatan_Asli_Daerah_Yang_Sah.pdf,,,,,2025-10-01 08:09:25,2025-10-01T15:09:25.453641
616,Anggaran Pendapatan Dan Belanja Daerah Tahun Anggaran 2025,14,2024,Kota Bogor,Kota,,,,APBD,bpk,https://peraturan.bpk.go.id/Details/327933/perda-kota-bogor-no-14-tahun-2024,https://peraturan.bpk.go.id/Download/389731/Perda%20kota%20bogor%2014%202024.pdf,docs\bpk\2024\Kota_Bogor\Anggaran_Pendapatan_Dan_Belanja_Daerah_Tahun_Anggaran_2025.pdf,,,,,2025-10-01 08:09:25,2025-10-01T15:09:25.479485
617,GRAND DESIGN PEMBANGUNAN KEPENDUDUKAN DAERAH TAHUN 2024-2029,14,2024,Kabupaten Kutai Kertanegara,Kabupaten,,,,Kependudukan dan Perkawinan,bpk,https://peraturan.bpk.go.id/Details/328827/perda-kab-kutai-kertanegara-no-14-tahun-2024,https://peraturan.bpk.go.id/Download/390709/Perda%20Kukar%2014-2024%20ttg%20.pdf,docs\bpk\2024\Kabupaten_Kutai_Kertanegara\GRAND_DESIGN_PEMBANGUNAN_KEPENDUDUKAN_DAERAH_TAHUN_2024_2029.pdf,,,,,2025-10-01 08:09:25,2025-10-01T15:09:25.508589
