id,title,number,year,region_name,region_type,region_code,category,subject,status,source,detail_url,pdf_url,pdf_path,description,enacted_date,published_date,metadata,scraped_at,updated_at
576,Pembinaan Pancasila dan Wawasan Kebangsaan,3,2025,Kabupaten Wonosobo,Kabupaten,,,,"Pendidikan, Kebijakan Pemerintah",bpk,https://peraturan.bpk.go.id/Details/318792/perda-kab-wonosobo-no-3-tahun-2025,https://peraturan.bpk.go.id/Download/380320/PERDA%20NO.%2003%20TH%202025.pdf,docs\bpk\2025\Kabupaten_Wonosobo\Pembinaan_Pancasila_dan_Wawasan_Kebangsaan.pdf,,,,,2025-10-01 08:09:11,2025-10-01T15:09:11.852293
577,Perubahan atas Peraturan Daerah Nomor 7 Tahun 2018 tentang Penyelenggaraan Pendidikan,3,2025,Kabupaten Temanggung,Kabupaten,,,,Pendidikan,bpk,https://peraturan.bpk.go.id/Details/318311/perda-kab-temanggung-no-3-tahun-2025,https://peraturan.bpk.go.id/Download/379752/2025pd3323003.pdf,docs\bpk\2025\Kabupaten_Temanggung\Perubahan_atas_Peraturan_Daerah_Nomor_7_Tahun_2018_tentang_Penyelenggaraan_Pendidikan.pdf,,,,,2025-10-01 08:09:11,2025-10-01T15:09:11.907784
578,"RENCANA TATA RUANG WILAYAH KABUPATEN SITUBONDO
TAHUN 2025-2045",3,2025,Kabupaten Situbondo,Kabupaten,,,,"Agraria, Pertanahan, Tata Ruang",bpk,https://peraturan.bpk.go.id/Details/318735/perda-kab-situbondo-no-3-tahun-2025,https://peraturan.bpk.go.id/Download/380253/Perda%20Nomor%203%20Tahun%202025.pdf,docs\bpk\2025\Kabupaten_Situbondo\RENCANA_TATA_RUANG_WILAYAH_KABUPATEN_SITUBONDO_TAHUN_2025_2045.pdf,,,,,2025-10-01 08:09:11,2025-10-01T15:09:11.937312
579,PENYELENGGARAAN KESEJAHTERAAN SOSIAL,3,2025,Kabupaten Bondowoso,Kabupaten,,,,"Kesejahteraan Rakyat, Kesejahteraan Sosial",bpk,https://peraturan.bpk.go.id/Details/318833/perda-kab-bondowoso-no-3-tahun-2025,https://peraturan.bpk.go.id/Download/380366/2025pd003.pdf,docs\bpk\2025\Kabupaten_Bondowoso\PENYELENGGARAAN_KESEJAHTERAAN_SOSIAL.pdf,,,,,2025-10-01 08:09:11,2025-10-01T15:09:11.963691
580,Pemberdayaan Desa Wisata,3,2025,Kabupaten Rembang,Kabupaten,,,,"Pariwisata dan Kebudayaan, Desa",bpk,https://peraturan.bpk.go.id/Details/319972/perda-kab-rembang-no-3-tahun-2025,https://peraturan.bpk.go.id/Download/381591/perda%20rbg_3_th_2025.pdf,docs\bpk\2025\Kabupaten_Rembang\Pemberdayaan_Desa_Wisata.pdf,,,,,2025-10-01 08:09:11,2025-10-01T15:09:11.992521
581,"Penataan Dan Pembinaan Pasar Rakyat,
Pusat Perbelanjaan, Dan Toko Swalayan",2,2025,Kota Banjar,Kota,,,,"Perlindungan Usaha, Perusahaan, Badan Usaha, Perdagangan",bpk,https://peraturan.bpk.go.id/Details/328629/perda-kota-banjar-no-2-tahun-2025,https://peraturan.bpk.go.id/Download/390496/Perda%20Kota%20Banjar%20Nomor%202%20Tahun%202025.pdf,docs\bpk\2025\Kota_Banjar\Penataan_Dan_Pembinaan_Pasar_Rakyat_Pusat_Perbelanjaan_Dan_Toko_Swalayan.pdf,,,,,2025-10-01 08:09:17,2025-10-01T15:09:17.893669
582,"Pertanggungjawaban Pelaksanaan Anggaran Pendapatan
Dan Belanja Daerah Tahun Anggaran 2024",2,2025,Kabupaten Tasikmalaya,Kabupaten,,,,APBD,bpk,https://peraturan.bpk.go.id/Details/328710/perda-kab-tasikmalaya-no-2-tahun-2025,https://peraturan.bpk.go.id/Download/390591/Perda%20Kabupaten%20Tasikmalaya%20Nomor%20%202%20Tahun%202025.pdf,docs\bpk\2025\Kabupaten_Tasikmalaya\Pertanggungjawaban_Pelaksanaan_Anggaran_Pendapatan_Dan_Belanja_Daerah_Tahun_Anggaran_2024.pdf,,,,,2025-10-01 08:09:17,2025-10-01T15:09:17.986023
583,Penanggulangan Kemiskinan,2,2025,Kota Depok,Kota,,,,"Kesejahteraan Rakyat, Kesejahteraan Sosial",bpk,https://peraturan.bpk.go.id/Details/328712/perda-kota-depok-no-2-tahun-2025,https://peraturan.bpk.go.id/Download/390593/Perda%20Kota%20Depok%20Nomor%202%20Tahun%202025..pdf,docs\bpk\2025\Kota_Depok\Penanggulangan_Kemiskinan.pdf,,,,,2025-10-01 08:09:18,2025-10-01T15:09:18.014496
584,Pemberian Nama Jalan dan Fasilitas Umum,2,2025,Kabupaten Kuningan,Kabupaten,,,,"Lalu Lintas, Jalan",bpk,https://peraturan.bpk.go.id/Details/328721/perda-kab-kuningan-no-2-tahun-2025,https://peraturan.bpk.go.id/Download/390602/Perda%20Kab.%20Kuningan%20Nomor%202%20Tahun%202025.pdf,docs\bpk\2025\Kabupaten_Kuningan\Pemberian_Nama_Jalan_dan_Fasilitas_Umum.pdf,,,,,2025-10-01 08:09:18,2025-10-01T15:09:18.041847
585,PEMBENTUKAN PRODUK HUKUM DAERAH,2,2025,Kabupaten Situbondo,Kabupaten,,,,Dasar Pembentukan Peraturan Perundang-Undangan,bpk,https://peraturan.bpk.go.id/Details/318734/perda-kab-situbondo-no-2-tahun-2025,https://peraturan.bpk.go.id/Download/380252/Perda%20Nomor%202%20Tahun%202025.pdf,docs\bpk\2025\Kabupaten_Situbondo\PEMBENTUKAN_PRODUK_HUKUM_DAERAH.pdf,,,,,2025-10-01 08:09:18,2025-10-01T15:09:18.069877
586,Penyelenggaraan Perlindungan Lahan Pertanian Pangan Berkelanjutan,2,2025,Kabupaten Majene,Kabupaten,,,,"Pangan, Pertanian dan Peternakan",bpk,https://peraturan.bpk.go.id/Details/328939/perda-kab-majene-no-2-tahun-2025,https://peraturan.bpk.go.id/Download/390834/Perda%20Majene%20Nomor%202%20Tahun%202025.pdf,docs\bpk\2025\Kabupaten_Majene\Penyelenggaraan_Perlindungan_Lahan_Pertanian_Pangan_Berkelanjutan.pdf,,,,,2025-10-01 08:09:18,2025-10-01T15:09:18.097831
587,Rencana Pembangunan Jangka Panjang Menengah Daerah Kabupaten Mamuju Tengah Tahun 2025-2029,2,2025,Kabupaten Mamuju Tengah,Kabupaten,,,,"Program, Rencana Pembangunan dan Rencana Kerja",bpk,https://peraturan.bpk.go.id/Details/328983/perda-kab-mamuju-tengah-no-2-tahun-2025,https://peraturan.bpk.go.id/Download/390885/Perda%20Mateng%20Nomor%202%20Tahun%202025.pdf,docs\bpk\2025\Kabupaten_Mamuju_Tengah\Rencana_Pembangunan_Jangka_Panjang_Menengah_Daerah_Kabupaten_Mamuju_Tengah_Tahun_2025_2029.pdf,,,,,2025-10-01 08:09:18,2025-10-01T15:09:18.125180
588,"PENYELENGGARAAN KETENTRAMAN, KETERTIBAN UMUM
DAN PERLINDUNGAN MASYARAKAT",2,2025,Kabupaten Kapuas Hulu,Kabupaten,,,,"Kesejahteraan Rakyat, Kesejahteraan Sosial",bpk,https://peraturan.bpk.go.id/Details/325260/perda-kab-kapuas-hulu-no-2-tahun-2025,https://peraturan.bpk.go.id/Download/387019/2025perda002.pdf,docs\bpk\2025\Kabupaten_Kapuas_Hulu\PENYELENGGARAAN_KETENTRAMAN_KETERTIBAN_UMUM_DAN_PERLINDUNGAN_MASYARAKAT.pdf,,,,,2025-10-01 08:09:18,2025-10-01T15:09:18.244950
589,"Penyerahan Prasarana, Sarana Dan Utilitas Pada Perumahan Dan Kawasan Permukiman",1,2025,Kota Palangkaraya,Kota,,,,"Perumahan, Permukiman",bpk,https://peraturan.bpk.go.id/Details/319153/perda-kota-palangkaraya-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/380706/Perda%20Kota%20Palangka%20Raya%20No.%201%20Tahun%202025.pdf,docs\bpk\2025\Kota_Palangkaraya\Penyerahan_Prasarana_Sarana_Dan_Utilitas_Pada_Perumahan_Dan_Kawasan_Permukiman.pdf,,,,,2025-10-01 08:09:18,2025-10-01T15:09:18.358059
590,Anggaran Pendapatan Dan Belanja Daerah Tahun Anggaran 2025,1,2025,Kabupaten Barito Selatan,Kabupaten,,,,APBD,bpk,https://peraturan.bpk.go.id/Details/320199/perda-kab-barito-selatan-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/381835/Perda%20Barsel%20No%2001%20Tahun%202025.pdf,docs\bpk\2025\Kabupaten_Barito_Selatan\Anggaran_Pendapatan_Dan_Belanja_Daerah_Tahun_Anggaran_2025.pdf,,,,,2025-10-01 08:09:18,2025-10-01T15:09:18.376477
591,Perusahaan Perseroan Daerah Bank Perekonomian Rakyat Bank Tegal,1,2025,Kabupaten Tegal,Kabupaten,,,,"Perbankan, Lembaga Keuangan, Perlindungan Usaha, Perusahaan, Badan Usaha, Perdagangan",bpk,https://peraturan.bpk.go.id/Details/314545/perda-kab-tegal-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/375517/1739325309_2025pd332801.pdf,docs\bpk\2025\Kabupaten_Tegal\Perusahaan_Perseroan_Daerah_Bank_Perekonomian_Rakyat_Bank_Tegal.pdf,,,,,2025-10-01 08:09:21,2025-10-01T15:09:21.280998
592,Rencana Pembangunan Jangka Panjang Kabupaten Pidie Jaya Tahun 2025-2045,1,2025,Kabupaten Pidie Jaya,Kabupaten,,,,"Program, Rencana Pembangunan dan Rencana Kerja",bpk,https://peraturan.bpk.go.id/Details/323735/perda-kab-pidie-jaya-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/385573/pd(2025pdpidiejayakab001.pdf).pdf,docs\bpk\2025\Kabupaten_Pidie_Jaya\Rencana_Pembangunan_Jangka_Panjang_Kabupaten_Pidie_Jaya_Tahun_2025_2045.pdf,,,,,2025-10-01 08:09:21,2025-10-01T15:09:21.351604
593,Rencana Pembangunan Jangka Panjang Daerah Kabupaten Pidie Tahun 2025-2045,1,2025,Kabupaten Pidie,Kabupaten,,,,"Program, Rencana Pembangunan dan Rencana Kerja",bpk,https://peraturan.bpk.go.id/Details/323998/perda-kab-pidie-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/385825/QANUN%20NOMOR%201%20TAHUN%202025.pdf,docs\bpk\2025\Kabupaten_Pidie\Rencana_Pembangunan_Jangka_Panjang_Daerah_Kabupaten_Pidie_Tahun_2025_2045.pdf,,,,,2025-10-01 08:09:21,2025-10-01T15:09:21.386722
594,Pertanggungiawaban Pelaksanaan Anggaran Pendapatan dan Belanja Daerah Tahun Anggaran 2024,1,2025,Kabupaten Lampung Barat,Kabupaten,,,,APBD,bpk,https://peraturan.bpk.go.id/Details/326407/perda-kab-lampung-barat-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/388215/PERDA%20Nomor%201%20Tahun%202025_compressed_OCR.pdf,docs\bpk\2025\Kabupaten_Lampung_Barat\Pertanggungiawaban_Pelaksanaan_Anggaran_Pendapatan_dan_Belanja_Daerah_Tahun_Anggaran_2024.pdf,,,,,2025-10-01 08:09:21,2025-10-01T15:09:21.454106
595,Kawasan Tanpa Rokok,1,2025,Kabupaten Tanggamus,Kabupaten,,,,Kesehatan,bpk,https://peraturan.bpk.go.id/Details/328015/perda-kab-tanggamus-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/389825/Perda%20No.%201%20Tahun%202025%20ttg%20Kawasan%20Tanpa%20Rokok_OCR.pdf,docs\bpk\2025\Kabupaten_Tanggamus\Kawasan_Tanpa_Rokok.pdf,,,,,2025-10-01 08:09:21,2025-10-01T15:09:21.479392
596,"Perubahan Atas Peraturan
Daerah Kabupaten Bantul  Nomor 6 Tahun 2023 tentang
Pajak Daerah dan Retribusi Daerah",1,2025,Kabupaten Bantul,Kabupaten,,,,Pajak dan Retribusi Daerah,bpk,https://peraturan.bpk.go.id/Details/327846/perda-kab-bantul-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/389617/Perda%20Bantul%20Nomor%201%20Tahun%202025.pdf,docs\bpk\2025\Kabupaten_Bantul\Perubahan_Atas_Peraturan_Daerah_Kabupaten_Bantul_Nomor_6_Tahun_2023_tentang_Pajak_Daerah_dan_Retr.pdf,,,,,2025-10-01 08:09:21,2025-10-01T15:09:21.507606
597,Penyelenggaraan Keolahragaan,1,2025,Kabupaten Pringsewu,Kabupaten,,,,Pemuda dan Olah Raga,bpk,https://peraturan.bpk.go.id/Details/328278/perda-kab-pringsewu-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/390130/2025pd1810001.pdf,docs\bpk\2025\Kabupaten_Pringsewu\Penyelenggaraan_Keolahragaan.pdf,,,,,2025-10-01 08:09:21,2025-10-01T15:09:21.534829
598,Rencana Pembangunan Jangka Panjang Daerah Kabupaten Indragiri Hulu Tahun 2025-2045,1,2025,Kabupaten Indragiri Hulu,Kabupaten,,,,"Program, Rencana Pembangunan dan Rencana Kerja",bpk,https://peraturan.bpk.go.id/Details/326107/perda-kab-indragiri-hulu-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/387903/PERDA%201%20TAHUN%202025.pdf,docs\bpk\2025\Kabupaten_Indragiri_Hulu\Rencana_Pembangunan_Jangka_Panjang_Daerah_Kabupaten_Indragiri_Hulu_Tahun_2025_2045.pdf,,,,,2025-10-01 08:09:21,2025-10-01T15:09:21.563500
599,Keterbukaan Informasi Publik,1,2025,Kabupaten Kudus,Kabupaten,,,,"Telekomunikasi, Informatika, Siber, dan Internet",bpk,https://peraturan.bpk.go.id/Details/325643/perda-kab-kudus-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/387385/2025pd3319001_sign.pdf,docs\bpk\2025\Kabupaten_Kudus\Keterbukaan_Informasi_Publik.pdf,,,,,2025-10-01 08:09:21,2025-10-01T15:09:21.589904
600,Perubahan Kedua Atas Peraturan Daerah Nomor 13 Tahun 2016 tentang Pembentukan dan Susunan Perangkat Daerah Kabupaten Indragiri Hilir,1,2025,Kabupaten Indragiri Hilir,Kabupaten,,,,Otonomi Daerah dan Pemerintah Daerah,bpk,https://peraturan.bpk.go.id/Details/325876/perda-kab-indragiri-hilir-no-1-tahun-2025,https://peraturan.bpk.go.id/Download/387638/1%20Tahun%202025.pdf,docs\bpk\2025\Kabupaten_Indragiri_Hilir\Perubahan_Kedua_Atas_Peraturan_Daerah_Nomor_13_Tahun_2016_tentang_Pembentukan_dan_Susunan_Perangkat.pdf,,,,,2025-10-01 08:09:21,2025-10-01T15:09:21.619533
601,Anggaran Pendapatan dan Belanja Daerah Tahun Anggaran 2025,14,2024,Kabupaten Banjarnegara,Kabupaten,,,,APBD,bpk,https://peraturan.bpk.go.id/Details/314397/perda-kab-banjarnegara-no-14-tahun-2024,https://peraturan.bpk.go.id/Download/375348/14_APBD%202025.pdf,docs\bpk\2024\Kabupaten_Banjarnegara\Anggaran_Pendapatan_dan_Belanja_Daerah_Tahun_Anggaran_2025.pdf,,,,,2025-10-01 08:09:25,2025-10-01T15:09:25.962577
602,Kepariwisataan Dan Ekonomi Kreatif,14,2024,Kabupaten Sukoharjo,Kabupaten,,,,"Pariwisata dan Kebudayaan, Perekonomian",bpk,https://peraturan.bpk.go.id/Details/314528/perda-kab-sukoharjo-no-14-tahun-2024,https://peraturan.bpk.go.id/Download/375500/Perda%20Sukoharjo%20Nomor%2014%20Tahun%202024_signed_OCR.pdf,docs\bpk\2024\Kabupaten_Sukoharjo\Kepariwisataan_Dan_Ekonomi_Kreatif.pdf,,,,,2025-10-01 08:09:26,2025-10-01T15:09:26.029771
603,Grand Design Pembangunan Kependudukan Kota Salatiga Tahun 2025-2045,14,2024,Kota Salatiga,Kota,,,,Kependudukan dan Perkawinan,bpk,https://peraturan.bpk.go.id/Details/314426/perda-kota-salatiga-no-14-tahun-2024,https://peraturan.bpk.go.id/Download/375387/Perda%20Salatiga%20Tahun%202024%20No%2014.pdf,docs\bpk\2024\Kota_Salatiga\Grand_Design_Pembangunan_Kependudukan_Kota_Salatiga_Tahun_2025_2045.pdf,,,,,2025-10-01 08:09:26,2025-10-01T15:09:26.063816
604,Penyelenggaraan Kesejahteraan Sosial,14,2024,Kota Bekasi,Kota,,,,"Kesejahteraan Rakyat, Kesejahteraan Sosial",bpk,https://peraturan.bpk.go.id/Details/316206/perda-kota-bekasi-no-14-tahun-2024,https://peraturan.bpk.go.id/Download/377433/Peraturan%20Daerah%20Kota%20Bekasi%20Nomor%2014%20Tahun%202024.pdf,docs\bpk\2024\Kota_Bekasi\Penyelenggaraan_Kesejahteraan_Sosial.pdf,,,,,2025-10-01 08:09:26,2025-10-01T15:09:26.110372
605,Penataan dan Pemberdayaan Pedagang Kaki Lima,14,2024,Kabupaten Jombang,Kabupaten,,,,"Kesejahteraan Rakyat, Kesejahteraan Sosial",bpk,https://peraturan.bpk.go.id/Details/315916/perda-kab-jombang-no-14-tahun-2024,https://peraturan.bpk.go.id/Download/377069/PERDA%20NOMOR%2014%20TAHUN%202024%20TENTANG%20PENATAAN%20DAN%20PEMBERDAYAAN%20PEDAGANG%20KAKI%20LIMA.pdf,docs\bpk\2024\Kabupaten_Jombang\Penataan_dan_Pemberdayaan_Pedagang_Kaki_Lima.pdf,,,,,2025-10-01 08:09:26,2025-10-01T15:09:26.132646
606,Penyelenggaraan Perumahan Dan Kawasan Permukiman,14,2024,Kota Banjarbaru,Kota,,,,"Perumahan, Permukiman",bpk,https://peraturan.bpk.go.id/Details/313651/perda-kota-banjarbaru-no-14-tahun-2024,https://peraturan.bpk.go.id/Download/374548/PERDA%20KOTA%20BANJARBARU%20NO%2014%20TAHUN%202024.pdf,docs\bpk\2024\Kota_Banjarbaru\Penyelenggaraan_Perumahan_Dan_Kawasan_Permukiman.pdf,,,,,2025-10-01 08:09:26,2025-10-01T15:09:26.232549
